,complexity,loss,score,equation,sympy_format,lambda_format
0,1,0.0142246697361863,0.0,0.7807685720034891,0.7807685720034891,PySRFunction(X=>0.7807685720034891)
1,2,0.0142246696723203,4.489805426420318e-09,exp(-0.24744230107026186),0.78079527056270807,PySRFunction(X=>0.78079527056270807)
2,3,0.0116498846598177,0.19968147859539687,x4 ^ 0.22565228719811398,x4**0.22565228719811398,PySRFunction(X=>x4**0.22565228719811398)
3,5,0.0039112278004024,0.5457224696824703,0.6088347117452952 ^ (x1 ^ x3),0.6088347117452952**(x1**x3),PySRFunction(X=>0.6088347117452952**(x1**x3))
4,6,0.0039112274278505,9.525191001067706e-08,exp(-0.49616285603678756) ^ (x1 ^ x3),0.60886247606850506**(x1**x3),PySRFunction(X=>0.60886247606850506**(x1**x3))
5,7,0.0022662019946648,0.5457459447566848,0.48296569112447907 ^ (x1 ^ (x3 ^ 0.642459071532485)),0.48296569112447907**(x1**(x3**0.642459071532485)),PySRFunction(X=>0.48296569112447907**(x1**(x3**0.642459071532485)))
6,8,0.0022661823269767,8.678738034824868e-06,exp(-0.7281590346100878) ^ (x1 ^ (x3 ^ 0.6419629797426022)),0.4827969849951934**(x1**(x3**0.6419629797426022)),PySRFunction(X=>0.4827969849951934**(x1**(x3**0.6419629797426022)))
7,9,0.0020403975243753,0.10495196764401563,0.4840818929960407 ^ ((x1 ^ x3) ^ (x2 ^ -0.2404314030161361)),0.4840818929960407**((x1**x3)**(x2**(-0.2404314030161361))),PySRFunction(X=>0.4840818929960407**((x1**x3)**(x2**(-0.2404314030161361))))
8,10,0.0020403817388442,7.736527796080248e-06,exp(-0.7259648552395846) ^ ((x1 ^ x3) ^ (x2 ^ -0.24068079497714315)),0.4838574912247795**((x1**x3)**(x2**(-0.24068079497714315))),PySRFunction(X=>0.4838574912247795**((x1**x3)**(x2**(-0.24068079497714315))))
