,complexity,loss,score,equation,sympy_format,lambda_format
0,1,0.014188424282039,0.0,0.7382684836625425,0.7382684836625425,PySRFunction(X=>0.7382684836625425)
1,3,0.0116451224091345,0.09876951286896797,x4 ^ 0.27143977645329,x4**0.27143977645329,PySRFunction(X=>x4**0.27143977645329)
2,4,0.0083661284728767,0.3306961855647417,log(x3 + 1.857551254220558),log(x3 + 1.857551254220558),PySRFunction(X=>log(x3 + 1.857551254220558))
3,5,0.0027314150038508,1.1193714381034636,0.5598761588909279 ^ (x1 ^ x3),0.5598761588909279**(x1**x3),PySRFunction(X=>0.5598761588909279**(x1**x3))
4,7,0.0016202236256472,0.26112780555281545,0.4671388430783511 ^ (x1 ^ (x3 ^ 0.7164726883958514)),0.4671388430783511**(x1**(x3**0.7164726883958514)),PySRFunction(X=>0.4671388430783511**(x1**(x3**0.7164726883958514)))
5,8,0.0016202233305655,1.8212407364223022e-07,log(1.5951606253373447) ^ (x1 ^ (x3 ^ 0.7164726883958514)),0.46697443670700033**(x1**(x3**0.7164726883958514)),PySRFunction(X=>0.46697443670700033**(x1**(x3**0.7164726883958514)))
6,9,0.001538976318456,0.05144653099604794,0.4583965990107701 ^ ((x1 + 0.010699874564751242) ^ (x3 ^ 0.6435931161871818)),0.4583965990107701**((x1 + 0.010699874564751242)**(x3**0.6435931161871818)),PySRFunction(X=>0.4583965990107701**((x1 + 0.010699874564751242)**(x3**0.6435931161871818)))
