,complexity,loss,score,equation,sympy_format,lambda_format
0,1,0.0155262923970898,0.0,0.7248234137894167,0.7248234137894167,PySRFunction(X=>0.7248234137894167)
1,3,0.0131268286470931,0.08393837313926497,x4 ^ 0.2870047561407668,x4**0.2870047561407668,PySRFunction(X=>x4**0.2870047561407668)
2,4,0.00983509841311,0.288700666057763,log(1.8307049800741946 + x3),log(x3 + 1.8307049800741946),PySRFunction(X=>log(x3 + 1.8307049800741946))
3,5,0.0035368981326069,1.022707348906191,0.5348012073516449 ^ (x1 ^ x3),0.5348012073516449**(x1**x3),PySRFunction(X=>0.5348012073516449**(x1**x3))
4,7,0.0022170695366199,0.233531906986102,0.4229498553701588 ^ (x1 ^ (x3 ^ 0.6930858042601589)),0.4229498553701588**(x1**(x3**0.6930858042601589)),PySRFunction(X=>0.4229498553701588**(x1**(x3**0.6930858042601589)))
5,8,0.002217028856833,1.8348617144281406e-05,exp(-0.8614586392230492) ^ (x1 ^ (x3 ^ 0.6929214944782741)),0.4225452914538047**(x1**(x3**0.6929214944782741)),PySRFunction(X=>0.4225452914538047**(x1**(x3**0.6929214944782741)))
6,9,0.0022016142519523,0.006977104524191788,0.4189426819336888 ^ ((x1 ^ 1.0651358201216858) ^ (x3 ^ 0.7225452501059292)),0.4189426819336888**((x1**1.0651358201216858)**(x3**0.7225452501059292)),PySRFunction(X=>0.4189426819336888**((x1**1.0651358201216858)**(x3**0.7225452501059292)))
