,complexity,loss,score,equation,sympy_format,lambda_format
0,1,0.0150415077894093,0.0,0.686662422726006,0.686662422726006,PySRFunction(X=>0.686662422726006)
1,2,0.0150415076125056,1.1761035103912872e-08,log(1.9871023755364716),0.68667748490799480,PySRFunction(X=>0.68667748490799480)
2,3,0.0146282019204123,0.027862249806916678,x4 ^ 0.33296845039120976,x4**0.33296845039120976,PySRFunction(X=>x4**0.33296845039120976)
3,4,0.0111786624794248,0.26894447842821484,0.7370283747865873 / exp(x1),0.7370283747865873*exp(-x1),PySRFunction(X=>0.7370283747865873*exp(-x1))
4,5,0.0041674826451569,0.9866946541513779,0.4900469395285894 ^ (x1 ^ x3),0.4900469395285894**(x1**x3),PySRFunction(X=>0.4900469395285894**(x1**x3))
5,6,0.0041674826335955,2.7741927682467924e-09,exp(-0.7132668427172656) ^ (x1 ^ x3),0.4900406938181865**(x1**x3),PySRFunction(X=>0.4900406938181865**(x1**x3))
6,7,0.0024332840146328,0.5380703772087557,0.3391404990712399 ^ (x1 ^ (x3 - -0.13144868734171047)),0.3391404990712399**(x1**(x3 + 0.13144868734171047)),PySRFunction(X=>0.3391404990712399**(x1**(x3 + 0.13144868734171047)))
7,9,0.0020991901279773,0.0738450871599279,0.1596139661347329 ^ ((x4 * x1) ^ (x3 - -0.1688245849426533)),0.1596139661347329**((x1*x4)**(x3 + 0.1688245849426533)),PySRFunction(X=>0.1596139661347329**((x1*x4)**(x3 + 0.1688245849426533)))
8,10,0.0020991290367759,2.910269515351068e-05,exp(-1.8299772152282423) ^ ((x1 * x4) ^ (x3 - -0.16828687192503006)),0.16041722280334069**((x1*x4)**(x3 + 0.16828687192503006)),PySRFunction(X=>0.16041722280334069**((x1*x4)**(x3 + 0.16828687192503006)))
