,complexity,loss,score,equation,sympy_format,lambda_format
0,1,0.0001189706690856,0.0,0.9008124235551804,0.9008124235551804,PySRFunction(X=>0.9008124235551804)
1,5,9.767468187676518e-05,0.04930865011981437,0.9093038214734026 ^ (1.4355710718809351 ^ x1),0.9093038214734026**(1.4355710718809351**x1),PySRFunction(X=>0.9093038214734026**(1.4355710718809351**x1))
2,6,9.456027575217992e-05,0.03240491416475015,0.9059127882855055 ^ (exp(x1) - x2),0.9059127882855055**(-x2 + exp(x1)),PySRFunction(X=>0.9059127882855055**(-x2 + exp(x1)))
3,7,8.833745407365383e-05,0.06807328369403029,0.9086614708825312 ^ (1.3550140605587178 ^ (x1 + x4)),0.9086614708825312**(1.3550140605587178**(x1 + x4)),PySRFunction(X=>0.9086614708825312**(1.3550140605587178**(x1 + x4)))
4,9,8.741194978856624e-05,0.005266093767691157,0.9090640246844361 ^ ((1.3662148092851303 + x0) ^ (x4 + x1)),0.9090640246844361**((x0 + 1.3662148092851303)**(x1 + x4)),PySRFunction(X=>0.9090640246844361**((x0 + 1.3662148092851303)**(x1 + x4)))
5,10,8.44377121911038e-05,0.03461786987177059,(0.9067445913249046 - (x4 * 0.02429865905119111)) ^ (exp(x1) - x2),(0.9067445913249046 - 0.02429865905119111*x4)**(-x2 + exp(x1)),PySRFunction(X=>(0.9067445913249046 - 0.02429865905119111*x4)**(-x2 + exp(x1)))
