,complexity,loss,score,equation,sympy_format,lambda_format
0,1,0.0097875316086537,0.0,0.8943142365901839,0.8943142365901839,PySRFunction(X=>0.8943142365901839)
1,3,0.001922352740554,0.8137797346155885,x5 ^ x3,x5**x3,PySRFunction(X=>x5**x3)
2,4,9.453483366126725e-09,12.222677095779128,exp(0.1846458998061438) ^ -0.03671407871329526,0.9932438221908031,PySRFunction(X=>0.9932438221908031)
3,5,9.448113253470888e-09,0.0005682179033232558,exp(-0.006881157965506882) ^ exp(-0.015267213438841517),0.99324601165034329,PySRFunction(X=>0.99324601165034329)
